Traffic__QP_32_nF_5_MSizeL1_16384_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
df::program_options_lite::Option<bool>::~Option	5391	1426	1416	4	137	0	4	0	0	5383	1289	1416	1.71261994413 %	0.074197736969 %	4.82054890922 %	0.048584962954 %	0.074197736969 %	0.0 %
df::program_options_lite::OptionSpecific&	5375	1625	2375	3	0	0	3	0	0	5369	1625	2375	0.032 %	0.0558139534884 %	0.0 %	0.032 %	0.0558139534884 %	0.0 %
0x000ca570	5225	2299	1463	158	22	1	2	0	0	5065	2277	1462	2.01402025147 %	3.02392344498 %	0.611376927166 %	0.0222543674196 %	0.0382775119617 %	0.0 %
_itoa_word	5072	1249	713	24	9	0	11	6	0	5037	1234	713	0.469149843617 %	0.473186119874 %	0.45871559633 %	0.241683252772 %	0.216876971609 %	0.305810397554 %
__strcmp_ssse3	5048	3155	0	38	33	0	9	5	0	5001	3117	0	0 %	0 %	0 %	0 %	0 %	0 %
__GI_strlen	5021	844	0	30	34	0	15	23	0	4976	787	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncSbac::resetEntropy	5008	312	3340	226	49	5	67	6	2	4715	257	3333	3.23325635104 %	4.51277955272 %	1.47864184009 %	0.866050808314 %	1.33785942492 %	0.219058050383 %
std::__basic_file<char>::xsputn_2	4918	1731	1822	12	180	178	11	4	0	4895	1547	1644	4.36784322984 %	0.244001626678 %	10.0759921193 %	0.177074725534 %	0.223668157788 %	0.112580917534 %
TEncSbac::setBitstream	4840	2640	1760	148	615	0	2	1	0	4690	2024	1760	8.25757575758 %	3.05785123967 %	13.9772727273 %	0.0324675324675 %	0.0413223140496 %	0.0227272727273 %
_dl_map_object_from_fd	4776	1278	794	49	47	52	49	47	52	4678	1184	690	2.16121495327 %	1.02596314908 %	4.77799227799 %	2.16121495327 %	1.02596314908 %	4.77799227799 %
TComTrQuant::initScalingList	4516	1070	1335	4	2	55	4	1	55	4508	1067	1225	0.881375523768 %	0.088573959256 %	2.37006237006 %	0.86692674469 %	0.088573959256 %	2.32848232848 %
finite	4440	1480	0	10	0	0	10	0	0	4420	1480	0	0 %	0 %	0 %	0 %	0 %	0 %
_IO_do_write@@GLIBC_2.1	4421	1543	1172	40	9	6	15	1	0	4366	1533	1166	0.770739910314 %	0.904772675865 %	0.552486187845 %	0.224215246637 %	0.339289753449 %	0.036832412523 %
df::program_options_lite::storePair	4408	1444	988	74	213	0	4	0	0	4330	1231	988	4.19590643275 %	1.67876588022 %	8.75822368421 %	0.0584795321637 %	0.0907441016334 %	0.0 %
TComYuv::create	4389	1026	1083	3	0	20	3	0	0	4383	1026	1063	0.353955063096 %	0.0683526999316 %	0.94831673779 %	0.0461680517082 %	0.0683526999316 %	0.0 %
std::ios_base::~ios_base	4292	1381	1687	45	121	0	11	6	0	4236	1254	1687	2.25543478261 %	1.04846225536 %	3.94393741851 %	0.23097826087 %	0.256290773532 %	0.19556714472 %
TComPicSym::destroy	4215	1390	1105	6	52	0	6	24	0	4203	1314	1105	0.864381520119 %	0.142348754448 %	2.08416833667 %	0.447093889717 %	0.142348754448 %	0.961923847695 %
TComDataCU::compressMV	4200	1120	1680	10	209	0	4	0	0	4186	911	1680	3.12857142857 %	0.238095238095 %	7.46428571429 %	0.0571428571429 %	0.0952380952381 %	0.0 %
match_symbol	4112	1675	380	5	85	0	5	83	0	4102	1507	380	1.45938057402 %	0.121595330739 %	4.13625304136 %	1.4269498946 %	0.121595330739 %	4.03892944039 %
df::program_options_lite::Option<int>::parse	4108	1217	2054	142	5	0	13	0	0	3953	1212	2054	1.99213985635 %	3.45666991237 %	0.152858453072 %	0.176175633555 %	0.316455696203 %	0.0 %
df::program_options_lite::Option<bool>::parse	4108	1217	2054	93	3	0	12	0	0	4003	1214	2054	1.30098929394 %	2.26387536514 %	0.0917150718435 %	0.162623661743 %	0.292112950341 %	0.0 %
TComPicSym::xCalculateNextCtuRSAddr	4100	2060	840	10	0	0	4	0	0	4086	2060	840	0.142857142857 %	0.243902439024 %	0.0 %	0.0571428571429 %	0.0975609756098 %	0.0 %
0x00019b2c	3974	3974	0	0	0	0	0	0	0	3974	3974	0	0 %	0 %	0 %	0 %	0 %	0 %
_IO_file_write@@GLIBC_2.1	3666	1128	752	24	0	11	8	0	0	3634	1128	741	0.631085467003 %	0.654664484452 %	0.585106382979 %	0.144248106744 %	0.218221494817 %	0.0 %
__new_exitfn	3624	752	759	8	10	9	5	1	2	3611	741	748	0.525803310613 %	0.220750551876 %	1.2574454004 %	0.155793573515 %	0.137969094923 %	0.198544010589 %
std::num_get<char,	3556	1538	1346	5	2	0	4	0	0	3547	1536	1346	0.108695652174 %	0.140607424072 %	0.0693481276006 %	0.0621118012422 %	0.112485939258 %	0.0 %
TComReferencePictureSet::TComReferencePictureSet	3480	150	1980	17	0	169	13	0	162	3450	150	1649	3.31550802139 %	0.488505747126 %	7.93427230047 %	3.11942959002 %	0.373563218391 %	7.60563380282 %
0x000ca760	3460	1437	289	6	0	0	1	0	0	3453	1437	289	0.115696104898 %	0.173410404624 %	0.0 %	0.0192826841496 %	0.028901734104 %	0.0 %
____strtod_l_internal	3399	840	685	162	23	24	63	6	6	3174	811	655	4.24451665313 %	4.76610767873 %	3.08196721311 %	1.52315190902 %	1.85348631951 %	0.786885245902 %
TEncSbac::codeSAOSign	3360	2016	1008	5	0	0	3	0	0	3352	2016	1008	0.078320802005 %	0.14880952381 %	0.0 %	0.046992481203 %	0.0892857142857 %	0.0 %
TEncEntropy::setEntropyCoder	3355	1830	1220	246	580	345	4	7	2	3105	1243	873	18.2825917252 %	7.33233979136 %	30.3278688525 %	0.202966432475 %	0.119225037258 %	0.295081967213 %
SyntaxElementWriter::xWriteUvlc	3313	1079	1079	18	0	0	6	0	0	3289	1079	1079	0.32900749406 %	0.543314216722 %	0.0 %	0.109669164687 %	0.181104738907 %	0.0 %
__gnu_cxx::stdio_sync_filebuf<char,	3252	1220	1017	6	3	0	3	0	0	3243	1217	1017	0.163964292221 %	0.184501845018 %	0.134108180599 %	0.0546547640736 %	0.0922509225092 %	0.0 %
TComTrQuant::destroyScalingList	3205	874	870	2	57	0	2	23	0	3201	794	870	1.19216003233 %	0.0624024960998 %	3.26834862385 %	0.505152556072 %	0.0624024960998 %	1.31880733945 %
std::ctype<wchar_t>::_M_initialize_ctype	3189	414	1231	8	4	38	8	0	38	3173	410	1155	1.03434009102 %	0.250862339291 %	2.55319148936 %	0.95159288374 %	0.250862339291 %	2.31003039514 %
TComReferencePictureSet::sortDeltaPOC	3052	283	1733	8	0	0	8	0	0	3036	283	1733	0.157853196527 %	0.262123197903 %	0.0 %	0.157853196527 %	0.262123197903 %	0.0 %
0x000f34a0	3047	745	400	4	17	0	2	0	0	3041	728	400	0.500954198473 %	0.131276665573 %	1.48471615721 %	0.0477099236641 %	0.0656383327863 %	0.0 %
_dl_map_object_deps	3043	704	422	34	11	2	34	0	2	2975	693	418	1.12736867354 %	1.11731843575 %	1.15452930728 %	0.863516430799 %	1.11731843575 %	0.177619893428 %
std::string::find	3016	415	411	5	3	0	5	1	0	3006	411	411	0.208224882874 %	0.165782493369 %	0.363196125908 %	0.156168662155 %	0.165782493369 %	0.121065375303 %
std::ios_base::_M_dispose_callbacks	2907	1224	918	173	0	0	6	0	0	2728	1224	918	3.42642107348 %	5.95115239078 %	0.0 %	0.118835412953 %	0.206398348813 %	0.0 %
df::program_options_lite::Option<GOPEntry>::~Option	2880	832	768	4	72	0	4	0	0	2872	760	768	1.69642857143 %	0.138888888889 %	4.5 %	0.0892857142857 %	0.138888888889 %	0.0 %
TComPicYuv::destroy	2824	612	818	18	48	21	7	14	9	2799	550	788	2.04513399154 %	0.637393767705 %	4.82517482517 %	0.705218617772 %	0.247875354108 %	1.60839160839 %
std::__basic_file<char>::xsgetn	2821	974	1071	36	188	180	10	0	6	2775	786	885	8.30250719277 %	1.27614321163 %	17.9951100244 %	0.32881216605 %	0.354484225452 %	0.293398533007 %
intel_check_word	2789	312	108	6	16	1	6	15	0	2777	281	107	0.716734185104 %	0.21513087128 %	4.04761904762 %	0.654409473356 %	0.21513087128 %	3.57142857143 %
df::program_options_lite::setDefaults	2772	1730	692	1	884	0	1	10	0	2770	836	692	17.0388910281 %	0.036075036075 %	36.4987613543 %	0.211782826338 %	0.036075036075 %	0.412881915772 %
std::ios_base::_M_call_callbacks	2754	1224	765	8	20	0	6	0	0	2740	1204	765	0.590343664347 %	0.290486564996 %	1.0055304173 %	0.126502213789 %	0.217864923747 %	0.0 %
TEncEntropy::encodeTerminatingBit	2750	1650	825	142	132	0	3	1	0	2605	1517	825	5.24401913876 %	5.16363636364 %	5.33333333333 %	0.0765550239234 %	0.109090909091 %	0.040404040404 %
TEncSbac::codeTerminatingBit	2750	1650	825	140	183	0	2	3	0	2608	1464	825	6.18181818182 %	5.09090909091 %	7.39393939394 %	0.0956937799043 %	0.0727272727273 %	0.121212121212 %
__mpn_rshift	2724	910	530	16	0	0	7	0	0	2701	910	530	0.384245917387 %	0.587371512482 %	0.0 %	0.168107588857 %	0.256975036711 %	0.0 %
TEncSbac::determineCabacInitIdx	2700	594	1550	127	0	0	62	0	0	2511	594	1550	2.62180016515 %	4.7037037037 %	0.0 %	1.27993393889 %	2.2962962963 %	0.0 %
TEncBinCABAC::encodeBinTrm	2636	845	650	5	0	1	2	0	0	2629	845	649	0.145243282498 %	0.189681335357 %	0.066889632107 %	0.0484144274994 %	0.0758725341426 %	0.0 %
__GI_memcpy	2525	785	350	29	11	13	8	3	2	2488	771	335	1.44808743169 %	1.14851485149 %	2.11453744493 %	0.355191256831 %	0.316831683168 %	0.440528634361 %
TComPicYuv::copyToPic	2520	840	340	41	327	0	8	26	0	2471	487	340	9.94594594595 %	1.62698412698 %	27.7118644068 %	0.918918918919 %	0.31746031746 %	2.20338983051 %
df::program_options_lite::OptionSpecific&	2508	627	1140	3	0	0	3	0	0	2502	627	1140	0.0701754385965 %	0.11961722488 %	0.0 %	0.0701754385965 %	0.11961722488 %	0.0 %
_dl_runtime_resolve	2464	1344	1120	14	1	2	3	0	0	2447	1343	1118	0.344967532468 %	0.568181818182 %	0.121753246753 %	0.0608766233766 %	0.121753246753 %	0.0 %
TComSlice::resetWpScaling	2460	10	1920	6	0	535	5	0	535	2449	10	850	12.3234624146 %	0.243902439024 %	27.7202072539 %	12.3006833713 %	0.20325203252 %	27.7202072539 %
TComYuv::destroy	2451	627	741	4	29	0	2	0	0	2445	598	741	0.864100549882 %	0.16319869441 %	2.11988304094 %	0.0523697302959 %	0.0815993472052 %	0.0 %
wctob	2432	768	640	1	0	0	1	0	0	2430	768	640	0.0260416666667 %	0.0411184210526 %	0.0 %	0.0260416666667 %	0.0411184210526 %	0.0 %
std::basic_ios<char,	2355	942	471	10	7	0	2	0	0	2343	935	471	0.451167728238 %	0.424628450106 %	0.495399858457 %	0.0530785562633 %	0.0849256900212 %	0.0 %
initRasterToPelXY	2336	296	339	4	1	34	4	0	34	2328	295	271	1.31268933019 %	0.171232876712 %	5.51181102362 %	1.27903062942 %	0.171232876712 %	5.35433070866 %
std::num_put<char,	2281	968	830	9	2	0	4	0	0	2268	966	830	0.269673939691 %	0.394563787812 %	0.111234705228 %	0.0980632507968 %	0.175361683472 %	0.0 %
std::__basic_file<char>::fd	2272	947	758	13	183	180	6	1	4	2253	763	574	9.45436258486 %	0.572183098592 %	21.2903225806 %	0.27659039477 %	0.264084507042 %	0.293255131965 %
TComSlice::applyReferencePictureSet	2271	1012	415	52	23	0	28	4	0	2191	985	415	2.0281233099 %	2.28974020255 %	1.61177295025 %	0.865332612223 %	1.23293703214 %	0.280308339173 %
_dl_map_object	2262	501	385	23	0	5	23	0	5	2216	501	375	0.889453621347 %	1.01679929266 %	0.564334085779 %	0.889453621347 %	1.01679929266 %	0.564334085779 %
TComDataCU::~TComDataCU	2220	740	1036	1	0	0	1	0	0	2218	740	1036	0.025025025025 %	0.045045045045 %	0.0 %	0.025025025025 %	0.045045045045 %	0.0 %
__default_morecore	2192	548	548	6	0	20	3	0	3	2183	548	525	0.790754257908 %	0.273722627737 %	1.82481751825 %	0.182481751825 %	0.136861313869 %	0.273722627737 %
destroyROM	2183	446	441	3	28	0	3	15	0	2177	403	441	1.00977198697 %	0.137425561154 %	3.15670800451 %	0.586319218241 %	0.137425561154 %	1.69109357384 %
TComPic::getSubstreamForCtuAddr	2175	1160	435	22	30	0	4	1	0	2149	1129	435	1.37931034483 %	1.01149425287 %	1.88087774295 %	0.132625994695 %	0.183908045977 %	0.0626959247649 %
TEncSampleAdaptiveOffset::SAOProcess	2145	245	790	49	75	21	28	5	3	2068	165	766	4.55974842767 %	2.28438228438 %	9.27536231884 %	1.1320754717 %	1.30536130536 %	0.772946859903 %
std::istreambuf_iterator<char,	2092	619	509	75	9	2	24	0	0	1993	610	507	2.67080745342 %	3.58508604207 %	0.975177304965 %	0.745341614907 %	1.14722753346 %	0.0 %
getenv	2043	681	66	4	67	0	4	2	0	2035	612	66	2.54480286738 %	0.195790504161 %	8.96921017403 %	0.215053763441 %	0.195790504161 %	0.267737617135 %
fwrite	2041	727	449	24	14	1	8	2	0	2009	711	448	1.21230960522 %	1.17589416952 %	1.27551020408 %	0.310848616724 %	0.391964723175 %	0.170068027211 %
TEncBinCABACCounter::encodeBinTrm	2025	810	675	160	60	0	8	1	0	1857	749	675	6.26780626781 %	7.9012345679 %	4.0404040404 %	0.25641025641 %	0.395061728395 %	0.0673400673401 %
read_int	1975	755	325	25	1	0	12	1	0	1938	753	325	0.851063829787 %	1.26582278481 %	0.0925925925926 %	0.425531914894 %	0.607594936709 %	0.0925925925926 %
TComSlice::checkThatAllRefPicsAreAvailable	1974	983	405	50	88	0	29	7	0	1895	888	405	4.10469958358 %	2.53292806484 %	6.34005763689 %	1.07079119572 %	1.46909827761 %	0.504322766571 %
index	1906	220	72	7	10	0	7	10	0	1892	200	72	0.773430391265 %	0.367261280168 %	3.42465753425 %	0.773430391265 %	0.367261280168 %	3.42465753425 %
SyntaxElementWriter::xWriteFlag	1892	1032	688	6	0	1	2	0	0	1884	1032	687	0.193798449612 %	0.317124735729 %	0.0581395348837 %	0.0553709856035 %	0.105708245243 %	0.0 %
TEncSlice::initEncSlice	1886	765	443	181	115	41	106	39	20	1599	611	382	10.8920491273 %	9.59703075292 %	12.9139072848 %	5.33290239173 %	5.62036055143 %	4.88410596026 %
std::istream&	1863	675	702	78	0	0	5	0	0	1780	675	702	2.40740740741 %	4.18679549114 %	0.0 %	0.154320987654 %	0.268384326355 %	0.0 %
TComPicSym::initCtuTsRsAddrMaps	1800	465	730	15	0	42	6	0	34	1779	465	654	1.90317195326 %	0.833333333333 %	3.51464435146 %	1.33555926544 %	0.333333333333 %	2.84518828452 %
TEncBinCABAC::init	1760	1320	440	155	0	0	2	0	0	1603	1320	440	4.40340909091 %	8.80681818182 %	0.0 %	0.0568181818182 %	0.113636363636 %	0.0 %
writeAnnexB	1758	479	541	51	55	5	50	4	0	1657	420	536	3.99568034557 %	2.90102389078 %	5.88235294118 %	1.94384449244 %	2.8441410694 %	0.392156862745 %
SyntaxElementWriter::xWriteCode	1746	776	582	7	1	1	2	1	0	1737	774	581	0.289948453608 %	0.400916380298 %	0.147275405007 %	0.0966494845361 %	0.114547537228 %	0.0736377025037 %
std::num_get<char,	1728	675	702	17	0	5	6	0	0	1705	675	697	0.708534621578 %	0.983796296296 %	0.363108206245 %	0.193236714976 %	0.347222222222 %	0.0 %
std::ios_base::Init::Init	1712	426	619	38	25	23	36	0	20	1638	401	576	3.11933260791 %	2.21962616822 %	4.59330143541 %	2.03119332608 %	2.10280373832 %	1.91387559809 %
fileno	1701	756	189	6	370	0	3	9	0	1692	377	189	14.2101284958 %	0.352733686067 %	39.1534391534 %	0.453514739229 %	0.176366843034 %	0.952380952381 %
strlen	1693	244	2	6	6	0	6	5	0	1681	233	2	0.618875709128 %	0.354400472534 %	2.43902439024 %	0.567302733368 %	0.354400472534 %	2.0325203252 %
df::program_options_lite::Option<unsigned	1676	497	838	49	2	0	11	0	0	1616	495	838	1.69378943872 %	2.92362768496 %	0.149812734082 %	0.365327133843 %	0.656324582339 %	0.0 %
__run_exit_handlers	1652	336	274	4	39	2	4	38	0	1644	259	272	1.98938992042 %	0.242130750605 %	6.72131147541 %	1.85676392573 %	0.242130750605 %	6.22950819672 %
_dl_load_cache_lookup	1637	457	241	17	36	0	17	35	0	1603	386	241	2.26980728051 %	1.0384850336 %	5.15759312321 %	2.22698072805 %	1.0384850336 %	5.01432664756 %
TEncSampleAdaptiveOffset::destroyEncData	1633	596	291	8	15	0	6	1	0	1619	580	291	0.912698412698 %	0.489895897122 %	1.69109357384 %	0.277777777778 %	0.367421922841 %	0.11273957159 %
TEncCavlc::codeSliceHeader	1622	509	357	136	62	4	77	1	0	1409	446	353	8.11897106109 %	8.38471023428 %	7.62124711316 %	3.13504823151 %	4.74722564735 %	0.115473441109 %
ContextModel::buildNextStateTable	1618	389	389	2	8	8	2	8	8	1614	373	373	0.751252086811 %	0.123609394314 %	2.05655526992 %	0.751252086811 %	0.123609394314 %	2.05655526992 %
std::num_get<char,	1598	482	400	55	4	0	21	0	0	1522	478	400	2.37903225806 %	3.44180225282 %	0.453514739229 %	0.846774193548 %	1.31414267835 %	0.0 %
TEncSampleAdaptiveOffset::createEncData	1564	444	591	12	2	35	12	0	32	1540	442	524	1.88534051558 %	0.76726342711 %	3.57487922705 %	1.69295883032 %	0.76726342711 %	3.09178743961 %
__cxa_atexit	1564	408	544	4	0	24	2	0	15	1558	408	505	1.11287758347 %	0.255754475703 %	2.52100840336 %	0.675675675676 %	0.127877237852 %	1.5756302521 %
SAOOffset::~SAOOffset	1527	1527	0	6	0	0	2	0	0	1519	1527	0	0 %	0 %	0 %	0 %	0 %	0 %
std::basic_stringbuf<char,	1520	608	456	16	0	0	10	0	0	1494	608	456	0.61919504644 %	1.05263157895 %	0.0 %	0.386996904025 %	0.657894736842 %	0.0 %
_dl_important_hwcaps	1520	216	162	21	0	3	21	0	3	1478	216	156	1.26448893572 %	1.38157894737 %	0.793650793651 %	1.26448893572 %	1.38157894737 %	0.793650793651 %
TComReferencePictureSet::getDeltaPOC	1512	1512	0	1	5	0	0	2	0	1511	1505	0	0 %	0 %	0 %	0 %	0 %	0 %
__x86.get_pc_thunk.cx	1480	1480	0	5	0	0	5	0	0	1470	1480	0	0 %	0 %	0 %	0 %	0 %	0 %
_IO_padn	1480	440	360	22	0	6	10	0	1	1448	440	353	1.22807017544 %	1.48648648649 %	0.75 %	0.482456140351 %	0.675675675676 %	0.125 %
putchar	1450	500	375	30	27	0	15	0	0	1405	473	375	2.45161290323 %	2.06896551724 %	3.08571428571 %	0.645161290323 %	1.03448275862 %	0.0 %
std::basic_string<char,	1444	532	608	1	0	0	1	0	0	1442	532	608	0.0386996904025 %	0.0692520775623 %	0.0 %	0.0386996904025 %	0.0692520775623 %	0.0 %
TEncCavlc::codeShortTermRefPicSet	1429	267	682	8	21	0	8	0	0	1413	246	682	1.21951219512 %	0.559832050385 %	2.21285563751 %	0.336417157275 %	0.559832050385 %	0.0 %
__mpn_lshift	1394	563	298	22	0	6	9	0	1	1363	563	291	1.24168514412 %	1.57819225251 %	0.696864111498 %	0.443458980044 %	0.6456241033 %	0.116144018583 %
_dl_sysinfo_int80	1379	689	0	13	0	0	3	0	0	1363	689	0	0 %	0 %	0 %	0 %	0 %	0 %
__GI_memcmp	1377	461	147	7	1	0	7	1	0	1363	459	147	0.403022670025 %	0.508351488744 %	0.164473684211 %	0.403022670025 %	0.508351488744 %	0.164473684211 %
TComSlice::TComSlice	1350	30	840	41	0	101	39	0	101	1270	30	638	6.3963963964 %	3.03703703704 %	11.6091954023 %	6.30630630631 %	2.88888888889 %	11.6091954023 %
initRasterToZscan	1310	263	260	1	0	32	1	0	32	1308	263	196	1.80032733224 %	0.0763358778626 %	6.11854684512 %	1.80032733224 %	0.0763358778626 %	6.11854684512 %
df::program_options_lite::OptionSpecific&	1284	362	394	13	11	6	12	0	6	1259	351	382	1.47058823529 %	1.01246105919 %	2.24867724868 %	0.882352941176 %	0.934579439252 %	0.793650793651 %
dl_main	1282	322	258	68	54	25	68	25	20	1146	243	213	7.89473684211 %	5.30421216849 %	13.6206896552 %	6.06874328679 %	5.30421216849 %	7.75862068966 %
_dl_new_object	1263	260	302	17	7	45	17	7	45	1229	246	212	3.78082191781 %	1.34600158353 %	9.25266903915 %	3.78082191781 %	1.34600158353 %	9.25266903915 %
TComSlice::setRefPicList	1258	258	354	81	36	33	41	0	11	1136	222	310	8.02139037433 %	6.43879173291 %	11.2745098039 %	2.7807486631 %	3.25914149444 %	1.79738562092 %
__mpn_extract_double	1252	390	351	23	0	6	10	0	1	1219	390	344	1.45509282489 %	1.83706070288 %	0.80971659919 %	0.551931761164 %	0.798722044728 %	0.134952766532 %
wctype_l	1230	217	382	3	4	0	3	0	0	1224	213	382	0.382722799344 %	0.243902439024 %	0.667779632721 %	0.164024056862 %	0.243902439024 %	0.0 %
0x001366ab	1226	1226	0	0	0	0	0	0	0	1226	1226	0	0 %	0 %	0 %	0 %	0 %	0 %
std::locale::_Impl::_Impl	1226	179	638	84	46	53	84	1	52	1058	132	533	8.95741556535 %	6.8515497553 %	12.11750306 %	6.7058247675 %	6.8515497553 %	6.48714810282 %
ProfileTierLevel::ProfileTierLevel	1218	63	357	4	0	32	2	0	29	1212	63	296	2.1978021978 %	0.328407224959 %	7.61904761905 %	1.89255189255 %	0.164203612479 %	6.90476190476 %
std::string::_M_replace_safe	1208	1072	1064	10	2	124	10	2	63	1188	1068	877	4.06698564593 %	0.827814569536 %	5.89887640449 %	2.24282296651 %	0.827814569536 %	3.04307116105 %
TEncSearch::init	1207	283	342	21	1	19	21	0	8	1165	282	315	2.23799126638 %	1.73985086993 %	3.2 %	1.58296943231 %	1.73985086993 %	1.28 %
TEncSbac::setSlice	1180	885	295	5	0	0	4	0	0	1171	885	295	0.21186440678 %	0.423728813559 %	0.0 %	0.169491525424 %	0.338983050847 %	0.0 %
__libc_memalign	1155	308	292	3	2	7	3	0	3	1149	306	282	0.683760683761 %	0.25974025974 %	1.5 %	0.34188034188 %	0.25974025974 %	0.5 %
std::ctype<char>::_M_widen_init	1155	81	334	7	3	8	5	0	0	1143	78	326	1.14649681529 %	0.606060606061 %	2.65060240964 %	0.31847133758 %	0.4329004329 %	0.0 %
TEncTop::create	1145	485	423	11	22	9	11	0	0	1123	463	414	2.04578665368 %	0.960698689956 %	3.4140969163 %	0.535801266439 %	0.960698689956 %	0.0 %
df::program_options_lite::OptionSpecific&	1132	328	452	7	11	2	7	0	2	1118	317	448	1.0460251046 %	0.618374558304 %	1.66666666667 %	0.470711297071 %	0.618374558304 %	0.25641025641 %
fflush	1113	378	273	32	8	0	12	3	0	1069	367	273	2.26757369615 %	2.87511230907 %	1.22887864823 %	0.850340136054 %	1.0781671159 %	0.460829493088 %
std::string::swap	1106	632	237	7	0	0	6	0	0	1093	632	237	0.354430379747 %	0.632911392405 %	0.0 %	0.303797468354 %	0.542495479204 %	0.0 %
df::program_options_lite::Option<unsigned	1095	292	288	4	28	0	4	0	0	1087	264	288	1.91044776119 %	0.365296803653 %	4.8275862069 %	0.238805970149 %	0.365296803653 %	0.0 %
EnvVar::EnvVar	1085	310	404	20	6	0	20	0	0	1045	304	404	1.44524735964 %	1.84331797235 %	0.840336134454 %	1.11172873819 %	1.84331797235 %	0.0 %
TComPic::compressMotion	1070	455	300	7	25	0	5	0	0	1058	430	300	1.75342465753 %	0.654205607477 %	3.31125827815 %	0.27397260274 %	0.467289719626 %	0.0 %
open_verify	1061	268	195	12	9	0	12	8	0	1037	251	195	1.37795275591 %	1.13100848256 %	1.94384449244 %	1.31233595801 %	1.13100848256 %	1.72786177106 %
TComDataCU::~TComDataCU	1036	296	296	1	0	0	1	0	0	1034	296	296	0.0614250614251 %	0.0965250965251 %	0.0 %	0.0614250614251 %	0.0965250965251 %	0.0 %
mmap	1035	523	208	11	0	2	6	0	1	1018	523	205	0.736126840317 %	1.06280193237 %	0.273597811218 %	0.39637599094 %	0.579710144928 %	0.136798905609 %
TComScalingList::init	1023	174	234	2	2	10	2	0	6	1019	172	218	0.978336827393 %	0.19550342131 %	2.94117647059 %	0.559049615653 %	0.19550342131 %	1.47058823529 %
std::istreambuf_iterator<char,	976	366	183	4	0	0	1	0	0	971	366	183	0.262295081967 %	0.409836065574 %	0.0 %	0.0655737704918 %	0.102459016393 %	0.0 %
__read_nocancel	970	582	194	0	0	0	0	0	0	970	582	194	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
confirmPara	960	288	192	1	0	0	1	0	0	958	288	192	0.0694444444444 %	0.104166666667 %	0.0 %	0.0694444444444 %	0.104166666667 %	0.0 %
TEncCu::create	953	339	463	20	12	17	20	0	2	913	327	444	2.79202279202 %	2.09863588667 %	3.61596009975 %	1.25356125356 %	2.09863588667 %	0.249376558603 %
__write_nocancel	950	570	190	0	0	0	0	0	0	950	570	190	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
TEncTop::selectReferencePictureSet	922	365	87	25	59	5	15	23	4	882	283	78	6.47743813683 %	2.7114967462 %	14.1592920354 %	3.05676855895 %	1.62689804772 %	5.97345132743 %
std::string::push_back	918	351	243	10	0	0	3	0	0	905	351	243	0.661375661376 %	1.08932461874 %	0.0 %	0.198412698413 %	0.326797385621 %	0.0 %
TComReferencePictureSet::setUsed	915	732	183	1	0	0	1	0	0	913	732	183	0.0546448087432 %	0.109289617486 %	0.0 %	0.0546448087432 %	0.109289617486 %	0.0 %
TComReferencePictureSet::setDeltaPOC	915	732	183	0	0	0	0	0	0	915	732	183	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
__writev_nocancel	910	546	182	2	0	0	2	0	0	906	546	182	0.1221001221 %	0.21978021978 %	0.0 %	0.1221001221 %	0.21978021978 %	0.0 %
std::ostream::operator<<	901	347	347	38	3	0	3	0	0	860	344	347	2.57053291536 %	4.21753607103 %	0.432276657061 %	0.188087774295 %	0.332963374029 %	0.0 %
_dl_mcount_wrapper_check	896	384	128	2	0	0	2	0	0	892	384	128	0.142045454545 %	0.223214285714 %	0.0 %	0.142045454545 %	0.223214285714 %	0.0 %
std::basic_stringbuf<char,	888	444	0	2	0	0	2	0	0	884	444	0	0 %	0 %	0 %	0 %	0 %	0 %
TComReferencePictureSet::getUsed	884	884	0	6	9	0	3	4	0	875	871	0	0 %	0 %	0 %	0 %	0 %	0 %
std::ios_base::Init::~Init	882	216	166	5	11	0	5	9	0	872	196	166	1.26582278481 %	0.566893424036 %	2.87958115183 %	1.10759493671 %	0.566893424036 %	2.35602094241 %
strsep	848	270	7	2	0	0	2	0	0	844	270	7	0.177777777778 %	0.235849056604 %	0.0 %	0.177777777778 %	0.235849056604 %	0.0 %
TComSlice::sortPicList	847	301	176	12	68	19	9	5	1	826	228	156	7.47734138973 %	1.41676505313 %	18.2389937107 %	1.1329305136 %	1.06257378985 %	1.25786163522 %
bcmp	833	302	76	11	13	0	9	12	0	813	277	76	1.98183319571 %	1.32052821128 %	3.43915343915 %	1.73410404624 %	1.08043217287 %	3.1746031746 %
